id,genericName,brandName,country,expiryDate,schedule,importerName,importerId,aliases
WEUIHYABFPy-ZFU4AD-U,LEVODOPA 150MG + CARBIDOPA 37.5MG + ENTACAPONE 200MG TABLETS,STALEVO 150MG,FINLAND,06 May 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
WUUIHYABFPy-ZFU4AD-U,LEVODOPA 200MG + CARBIDOPA 50MG+ENTACAPONE 200MG,STALEVO 200,SWITZERLAND,15 Jan 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
WkUIHYABFPy-ZFU4AD-U,LOSARTAN POTASSIUM TABLETS 25MG,LOSAR 25,INDIA,22 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
W0UIHYABFPy-ZFU4AD-U,LOSARTAN POTASSIUM TABLETS 50MG,LOSAR-50,INDIA,22 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
XEUIHYABFPy-ZFU4AD-U,MELOXICAM CAPSULES 7.5MG,M-CAM,INDIA,22 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
XUUIHYABFPy-ZFU4AD-U,METHYLPREDNISOLONE TABLETS USP 4MG,MEDIXON 4,INDONESIA,28 Aug 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
XkUIHYABFPy-ZFU4AD-U,METOPROLOL SUCCINATE EXTENDED RELEASE TABLETS USP 50MG,MET-XL 50,INDIA,26 Sep 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
X0UIHYABFPy-ZFU4AD-U,MIDAZOLAM TABLETS 7.5MG,DORMICUM,SWITZERLAND,24 Aug 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
YEUIHYABFPy-ZFU4AD-U,MOMETASONE FUROATE AQUEOUS NASAL SPRAY 0.05%,NASONEX,BELGIUM,20 Mar 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
YUUIHYABFPy-ZFU4AD-U,MULTIVITAMIN & MINERALS CAPSULES,FENZA,THAILAND,22 Feb 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
YkUIHYABFPy-ZFU4AD-U,MULTIVITAMIN & MINERALS CAPSULES,VITACAP,THAILAND,20 Sep 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
Y0UIHYABFPy-ZFU4AD-U,MULTIVITAMIN & MINERALS TABLETS,ZINCOVIT,INDIA,29 Oct 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ZEUIHYABFPy-ZFU4AD-U,MYCOPHENOLATE MOFETIL 500MG,CELLCEPT,ITALY,14 Nov 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ZUUIHYABFPy-ZFU4AD-U,MYCOPHENOLATE MOFETIL CAPSULES 250MG,CELLCEPT,ITALY,15 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ZkUIHYABFPy-ZFU4AD-U,MYCOPHENOLATE SODIUM GASTRO RESISTANT TABLETS 180MG,MYFORTIC,SWITZERLAND,06 Mar 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
Z0UIHYABFPy-ZFU4AD-U,MYCOPHENOLATE SODIUM TABLETS 360MG,MYFORTIC,SWITZERLAND,14 Dec 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
aEUIHYABFPy-ZFU4AD-U,NEPAFENAC OPTHALMIC SUSPENSION 0.1%,NEVANAC,UNITED STATES,04 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
aUUIHYABFPy-ZFU4AD-U,NILOTINIB CAPSULES 150MG,TASIGNA,SWITZERLAND,20 May 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
akUIHYABFPy-ZFU4AD-U,NILOTINIB HYDROCHLORIDE MONOHYDRATE 200MG HARD GELATIN CAPSULES,TASIGNA,SWITZERLAND,08 Mar 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
a0UIHYABFPy-ZFU4AD-U,OCTREOTIDE ACETATE LAR POWDER FOR SUSPENTION FOR INJECTION 30MG,SANDOSTATIN,SWITZERLAND,16 Jun 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
bEUIHYABFPy-ZFU4AD-U,OCTREOTIDE SOLUTION INJECTION 50MCG/ML,SANDOSTATIN,SWITZERLAND,20 Nov 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
bUUIHYABFPy-ZFU4AD-U,OLOPATADINE HYDROCHLORIDE OPHTHALMIC SOLUTION 0.1% EYE DROPS,OLOPAT,INDIA,07 Sep 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
bkUIHYABFPy-ZFU4AD-U,OMALIZUMAB POWDER FOR SOLUTION FOR INJECTION 150MG,XOLAIR 150,SWITZERLAND,14 Oct 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
b0UIHYABFPy-ZFU4AD-U,ORLISTAT CAPSULES 120MG,XENICAL,ITALY,20 Oct 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
cEUIHYABFPy-ZFU4AD-U,OSELTAMIVIR CAPSULES 30MG,TAMIFLU,ITALY,23 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
cUUIHYABFPy-ZFU4AD-U,OSELTAMIVIR CAPSULES 45MG,TAMIFLU 45MG,ITALY,23 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ckUIHYABFPy-ZFU4AD-U,OXCARBAZEPINE TABLETS 300MG,TRILEPTAL 300,SWITZERLAND,21 Aug 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
c0UIHYABFPy-ZFU4AD-U,OXYMETAZOLINE HYDROCHLORIDE 0.05% NASAL SOLUTION,AFRIN,INDONESIA,08 Dec 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
dEUIHYABFPy-ZFU4AD-U,PERTUZUMAB CONCENTRATE SOLUTION FOR INJECTION 420MG/14ML,PERJETA,GERMANY,26 Sep 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
dUUIHYABFPy-ZFU4AD-U,PIMECROLIMUS CREAM 1%,ELIDEL,FRANCE,22 Mar 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
dkUIHYABFPy-ZFU4AD-U,PIPERACILLIN 4G+TAZOBACTAM INJECTTION USP 4000MG/500MG PER VIAL,PTBACTUM,INDIA,01 Aug 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
d0UIHYABFPy-ZFU4AD-U,PIRACETAM INJECTION 1G/5ML,CEREMIN,PAKISTAN,11 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
eEUIHYABFPy-ZFU4AD-U,PIRACETAM SYRUP 1G IN 5ML,CEREMIN,PAKISTAN,18 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
eUUIHYABFPy-ZFU4AD-U,PNEUMOCOCCAL POLYSACHARIDE VACCINE PLOYVALENT,PNEUMOVAX-23,NETHERLANDS,07 Nov 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ekUIHYABFPy-ZFU4AD-U,POLYETHYLENE GLYCOL 400 0.4% + PROPYLENE GLYCOL 0.3% EYE DROPS,SYSTANE ULTRA,UNITED STATES,21 Feb 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
e0UIHYABFPy-ZFU4AD-U,PREGABALIN CAPSULES 150MG,PREGBA 150,INDIA,25 Jul 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
fEUIHYABFPy-ZFU4AD-U,PROGESTERONE VAGINAL GEL 8%,CRINONE 8%,UNITED KINGDOM,11 Oct 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
fUUIHYABFPy-ZFU4AD-U,PROPARACAINE STERILE OPTHALMIC SOLUTION 0.5W/V,ALCAINE,BELGIUM,22 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
fkUIHYABFPy-ZFU4AD-U,PYRIDOSTIGMINE BROMIDE TABLETS 60MG,MESTINON,SWITZERLAND,28 Nov 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
f0UIHYABFPy-ZFU4AD-U,RAMIPRIL TABLETS IP 5MG,CARDACE 5,INDIA,14 Oct 2026,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
gEUIHYABFPy-ZFU4AD-U,RANIBIZUMAB SOLUTION FOR INJECTION 10MG/ML,PATIZRA,SWITZERLAND,20 Jul 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
gUUIHYABFPy-ZFU4AD-U,RITUXIMAB INJECTION 10mg/1ml,MABTHERA,SWITZERLAND,05 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
gkUIHYABFPy-ZFU4AD-U,RIVASTIGMINE HARD CAPSULES 3MG,EXELON,SWITZERLAND,08 Aug 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
g0UIHYABFPy-ZFU4AD-U,RIVASTIGMINE HARD GELATIN CAPSULES 4.6MG,EXELON,SPAIN,08 Aug 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
hEUIHYABFPy-ZFU4AD-U,RIVASTIGMINE HARD GELATIN CAPSULES 6MG,EXELON,SPAIN,08 Aug 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
hUUIHYABFPy-ZFU4AD-U,ROSUVASTATIN TABLETS 20MG,ROSUCHOL 20,INDIA,12 Nov 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
hkUIHYABFPy-ZFU4AD-U,RUXOLITINIB TABLETS 15MG,JAKAVI 15,SWITZERLAND,08 Apr 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
h0UIHYABFPy-ZFU4AD-U,RUXOLITINIB TABLETS 20MG,JAKAVI 20,SWITZERLAND,08 Apr 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
iEUIHYABFPy-ZFU4AD-U,SECUKINUMAB INJECTION 150MG/ML,FRAIZERON 150,SWITZERLAND,30 Jan 2026,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
iUUIHYABFPy-ZFU4AD-U,SODIUM HYALURONATE EYE DROPS 0.1%W/V,HYALEIN 0.1%,JAPAN,02 Aug 2025,III B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
ikUIHYABFPy-ZFU4AD-U,SOMATROPIN SOLUTION FOR INJECTION 5.83MGM/ML,SAIZEN LIGUID,ITALY,26 Jul 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
i0UIHYABFPy-ZFU4AD-U,SOMATROPIN SOLUTION FOR INJECTION 8MG/ML,SAIZEN LIQUID,ITALY,26 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
jEUIHYABFPy-ZFU4AD-U,TACROLIMUS PROLONGED RELEASE HARD CAPSULES 0.5MG,ADVAGRAF 0.5,IRELAND,26 Apr 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
jUUIHYABFPy-ZFU4AD-U,TACROLIMUS PROLONGED RELEASE HARD CAPSULES 1MG,ADVAGRAF 1,IRELAND,26 Apr 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
jkUIHYABFPy-ZFU4AD-U,TACROLIMUS PROLONGED RELEASE HARD CAPSULES 3 MG,ADVAGRAF 3,IRELAND,26 Apr 2025,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
j0UIHYABFPy-ZFU4AD-U,TAFLUPROST OPHTHALMIC SOLUTION 0.0015%,TAFLOTAN,JAPAN,26 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
kEUIHYABFPy-ZFU4AD-U,TAFLUPROST OPHTHALMIC SOLUTION 0.0015%,TAFLOTAN,JAPAN,01 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
kUUIHYABFPy-ZFU4AD-U,TIMOLOL MALEATE OPHTHALMIC SOLUTION 0.5%,TIMOPTOL,JAPAN,30 Sep 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
kkUIHYABFPy-ZFU4AD-U,TIZANIDINE TABLETS 2MG,TIZIGESIC 2,INDIA,09 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
k0UIHYABFPy-ZFU4AD-U,TIZANIDINE TABLETS 4MG,TIZIGESIC 4,INDIA,17 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
lEUIHYABFPy-ZFU4AD-U,TOCILIZUMAB INJECTION 20MG VIAL,ACTEMRA,JAPAN,29 Jun 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
lUUIHYABFPy-ZFU4AD-U,TOCILIZUMAB SOLUTION FOR INJECTION 162MG/0.9ML,ACTEMRA,SWITZERLAND,31 Aug 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
lkUIHYABFPy-ZFU4AD-U,TRAMADOL HYDROHLORIDE INJECTION 50MG/ML,DOMADOL 50MG,INDIA,06 Jun 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
l0UIHYABFPy-ZFU4AD-U,TRASTUZUMAB INJECTION (POWDER FOR CONSTITUTIONS FOR INFUSION) 440MG,HERCEPTIN,UNITED STATES,07 Mar 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
mEUIHYABFPy-ZFU4AD-U,TRASTUZUMAB INJECTION 150MG,HERCEPTIN,SWITZERLAND/GERMANY,15 Nov 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
mUUIHYABFPy-ZFU4AD-U,TRASTUZUMAB INJECTION 440MG LYOPHILIZED POWDER FOR INJECTION,HERCEPTIN,SWITZERLAND,01 Apr 2024,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
mkUIHYABFPy-ZFU4AD-U,TRAVOPROST 40MCG+TIMOLOL 5MG/ML EYE DROPS,DUO TRAV,BELGIUM,02 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
m0UIHYABFPy-ZFU4AD-U,TRAVOPROST EYE DROPS SOLUTION 30MCG/ML (0.003%),TRAVATAN C,BELGIUM,06 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
nEUIHYABFPy-ZFU4AD-U,TRETINOIN CAPSULES 10MG,VESANOID,GERMANY,19 Aug 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
nUUIHYABFPy-ZFU4AD-U,Valsartan 103 mg + Sacubitril 97 mg film coated Tablet,UPERIO 200mg,INDIA,14 Oct 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
nkUIHYABFPy-ZFU4AD-U,Valsartan 26 mg + Sacubitril 24 mg film coated Tablets,UPERIO 50,SINGAPORE,14 Oct 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
n0UIHYABFPy-ZFU4AD-U,VALSARTAN 51 MG+SACUBITRIL 49 MG FILM COATED TABLET,UPERIO 100 MG,SINGAPORE,14 Oct 2023,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
oEUIHYABFPy-ZFU4AD-U,VALSARTAN TABLETS 160MG,DIOVAN,SWITZERLAND,09 May 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
oUUIHYABFPy-ZFU4AD-U,VITAMIN E CAPSULE 400IU,ENAT-400,THAILAND,29 Jul 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
okUIHYABFPy-ZFU4AD-U,ZINC SULPHATE 20MG & FOLIC ACID 1MG TABLETS,FOLINZ,INDIA,09 Dec 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
o0UIHYABFPy-ZFU4AD-U,ZOLEDRONIC ACID SOLUTION FOR INFUSION 5MG/100ML,ACLASTA,SWITZERLAND,10 May 2022,II B,A Baur & Co (Pvt) Ltd,QSBCYXVyICYgQ28gKFB2dCkgTHRk,
pEUIHYABFPy-ZFU4AD-U,ANTI HEMOPHILIC FACTOR-HUMAN INJECTION 220-2000IU VIAL ME-MONOCLONAL PURIFLED NANOFILTERED,HEMOFIL M,UNITED STATES,28 Sep 2023,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
pUUIHYABFPy-ZFU4AD-U,FACTOR IX CONCETRATE INJECTION 600iu,IMMUNINE 600IU,AUSTRIA,01 Mar 2025,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
pkUIHYABFPy-ZFU4AD-U,FACTOR VIII INHIBITOR BYPASSING INJECTION 500U/vial,FEIBA,AUSTRIA,03 Jan 2023,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
qEUIHYABFPy-ZFU4AD-U,HUMAN COAGULATION FACTOR IX 500IU,RIXUBIS,UNITED STATES,22 Dec 2024,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
qUUIHYABFPy-ZFU4AD-U,HUMAN COAGULATION FACTOR VIII -250IU AND HUMAN VON WILLEBRAND FACTOR 190IU,IMMUNATE,AUSTRIA,23 Jun 2025,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
qkUIHYABFPy-ZFU4AD-U,NANOCOG GAMMA HUMAN COAGULATION FACTOR IX 250IU (RECOMBINANT),RIXUBIS,BELGIUM,09 Jan 2024,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
q0UIHYABFPy-ZFU4AD-U,NANOCOG GAMMA HUMAN COAGULATION FACTOR IX 500IU (RECOMBINANT),RIXUBIS,BELGIUM,09 Dec 2025,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
rEUIHYABFPy-ZFU4AD-U,OCTOCOG ALFA HUMAN COAGULATION FACTOR VIII 500IU/ML (RECOMBINANT) 250IU,ADVATE,BELGIUM,11 Oct 2025,II B,A J Medichem international Ltd,QSBKIE1lZGljaGVtIGludGVybmF0aW9uYWwgTHRk,
rUUIHYABFPy-ZFU4AD-U,BUSPIRONE HYDROCHLORIDE TABLETS USP 20MG,BUSRON,PAKISTAN,29 Feb 2024,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
rkUIHYABFPy-ZFU4AD-U,CEFIXIME FOR ORAL SUSPENSION USP 100MG/5ML,MAGNETT,PAKISTAN,27 Sep 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
r0UIHYABFPy-ZFU4AD-U,CEFIXIME TABLETS 200MG,MAGNETT,PAKISTAN,27 Sep 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
sEUIHYABFPy-ZFU4AD-U,DESLORATADINE SYRUP 0.5MG,DESORA,PAKISTAN,27 Sep 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
sUUIHYABFPy-ZFU4AD-U,ESOMEPRAZOLE CAPSULES 40MG,CONTOUR,PAKISTAN,19 Jun 2022,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
skUIHYABFPy-ZFU4AD-U,ESOMEPRAZOLE SODIUM FOR INJECTION 40MG,CONTOUR,PAKISTAN,27 Sep 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
s0UIHYABFPy-ZFU4AD-U,LINEZOLID TABLETS 600MG,NEZKIL 600,PAKISTAN,28 Sep 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
tEUIHYABFPy-ZFU4AD-U,PANTOPRAZOLE CAPSULES 40MG,AIZERONE,INDIA,11 Apr 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
tUUIHYABFPy-ZFU4AD-U,POLYSACCHARIDE IRON COMPLEX CAPSULES 150MG,FERRICURE,PAKISTAN,16 Dec 2022,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
tkUIHYABFPy-ZFU4AD-U,POLYSACCHARIDE IRON COMPLEX SYRUP 217.4mg in 5ml,FERRICURE,PAKISTAN,10 Aug 2023,II B,A V H Distributors (Pvt) Ltd,QSBWIEggRGlzdHJpYnV0b3JzIChQdnQpIEx0ZA==,
t0UIHYABFPy-ZFU4AD-U,ALBENDAZOLE TABLETS 400MG,ALZEL 400,INDIA,02 Nov 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
uEUIHYABFPy-ZFU4AD-U,ALBUMIN HUMAN SOLUTION FOR INFUSION 25%,ALBURX 25%,SWITZERLAND,18 Oct 2024,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
uUUIHYABFPy-ZFU4AD-U,ALBUMIN HUMAN SOLUTION FOR INJECTION 20%,ALBURX 20%,SWITZERLAND,19 Oct 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
ukUIHYABFPy-ZFU4AD-U,AMOXICILLIN & CLAVULANATE POTASSIUM USP 375MG,WELCLAVE 375,INDIA,07 Jun 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
u0UIHYABFPy-ZFU4AD-U,AMOXICILLIN & CLAVULANATE POTASSIUM USP 625MG,WELCLAVE 625,INDIA,18 Sep 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
vEUIHYABFPy-ZFU4AD-U,ATORVASTATIN TABLETS 10MG,ATV-10,INDIA,23 Dec 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
vUUIHYABFPy-ZFU4AD-U,ATRACURIUM BESYLATE INJECTION USP 10MG/ML,ACRIS,INDIA,20 Apr 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
vkUIHYABFPy-ZFU4AD-U,AZITHROMYCIN TABLET USP 250MG,***,INDIA,22 Aug 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
v0UIHYABFPy-ZFU4AD-U,BIMATOPROST EYE DROPS 0.03%,BIMAPROST,BANGLADESH,06 Feb 2023,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
wEUIHYABFPy-ZFU4AD-U,CAPECITABINE TABLETS USP 500MG,RELICTABINE 500,INDIA,16 Aug 2026,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
wUUIHYABFPy-ZFU4AD-U,CELECOXIB CAPSULES 200MG,CECOX 200,INDIA,31 Mar 2023,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
wkUIHYABFPy-ZFU4AD-U,CETIRIZINE DIHYDROCHLORIDE BP TABLETS 10MG,CETRAZ,INDIA,24 Jul 2023,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
w0UIHYABFPy-ZFU4AD-U,CETIRIZINE HYDROCHLORIDE ORAL SOLUTION USP 5MG/5ML,ZECET,INDIA,19 Jun 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
xEUIHYABFPy-ZFU4AD-U,CHLORPHENIRAMINE MALEATE 4MG,PHENETON 4,INDIA,30 Jul 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
xUUIHYABFPy-ZFU4AD-U,CO-AMOXICLAV ORAL SUSPENSION BP 156.56/5ML,WELCLAVE 156.25,INDIA,19 Jun 2022,II B,ABC Pharma Services Pvt. Ltd,QUJDIFBoYXJtYSBTZXJ2aWNlcyBQdnQuIEx0ZA==,
